mrna_id	n_lncRNAs	GeneID	Symbol	description	type_of_gene	match_type
LOC111135138	25	111135138	LOC111135138	serine-enriched protein-like	protein-coding	Symbol
LOC111135308	25	111135308	LOC111135308	sn-1-specific diacylglycerol lipase ABHD11-like	protein-coding	Symbol
LOC111135430	25	111135430	LOC111135430	uncharacterized LOC111135430	protein-coding	Symbol
LOC111135488	25	111135488	LOC111135488	uncharacterized LOC111135488	protein-coding	Symbol
LOC111135598	25	111135598	LOC111135598	putative cytochrome P450 49a1	protein-coding	Symbol
LOC111135700	25	111135700	LOC111135700	hexokinase type 2-like	protein-coding	Symbol
LOC111135721	25	111135721	LOC111135721	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1-like	protein-coding	Symbol
LOC111135863	25	111135863	LOC111135863	hemocyte protein-glutamine gamma-glutamyltransferase-like	protein-coding	Symbol
LOC111135869	25	111135869	LOC111135869	coactosin-like protein	protein-coding	Symbol
LOC111136052	25	111136052	LOC111136052	uncharacterized LOC111136052	protein-coding	Symbol
LOC111136713	25	111136713	LOC111136713	uncharacterized LOC111136713	protein-coding	Symbol
LOC111137118	25	111137118	LOC111137118	uncharacterized LOC111137118	protein-coding	Symbol
LOC111137341	25	111137341	LOC111137341	uncharacterized LOC111137341	protein-coding	Symbol
LOC111138482	25	111138482	LOC111138482	uncharacterized LOC111138482	protein-coding	Symbol
LOC111100154	24	111100154	LOC111100154	clathrin interactor 1-like	protein-coding	Symbol
LOC111101169	24	111101169	LOC111101169	E3 ubiquitin-protein ligase SIAH1A	protein-coding	Symbol
LOC111103167	24	111103167	LOC111103167	uncharacterized LOC111103167	protein-coding	Symbol
LOC111103799	24	111103799	LOC111103799	serine/threonine-protein kinase 33-like	protein-coding	Symbol
LOC111106504	24	111106504	LOC111106504	RNA polymerase II-associated protein 3-like	protein-coding	Symbol
LOC111108342	24	111108342	LOC111108342	UBX domain-containing protein 7-like	protein-coding	Symbol
LOC111108798	24	111108798	LOC111108798	intraflagellar transport protein 122 homolog	protein-coding	Symbol
LOC111109732	24	111109732	LOC111109732	HAUS augmin-like complex subunit 7	protein-coding	Symbol
LOC111110631	24	NA	NA	NA	NA	NA
LOC111111357	24	111111357	LOC111111357	protein FMC1 homolog	protein-coding	Symbol
LOC111118302	24	111118302	LOC111118302	uncharacterized LOC111118302	protein-coding	Symbol
LOC111119205	24	111119205	LOC111119205	protein FAM91A1-like	protein-coding	Symbol
LOC111119371	24	111119371	LOC111119371	filamin-A-like	protein-coding	Symbol
LOC111119390	24	111119390	LOC111119390	WD repeat and FYVE domain-containing protein 3-like	protein-coding	Symbol
LOC111119538	24	NA	NA	NA	NA	NA
LOC111119693	24	111119693	LOC111119693	tether containing UBX domain for GLUT4-like	protein-coding	Symbol
LOC111119712	24	111119712	LOC111119712	ras-GEF domain-containing family member 1B-like	protein-coding	Symbol
LOC111120138	24	111120138	LOC111120138	transcription factor Jun-like	protein-coding	Symbol
LOC111120899	24	111120899	LOC111120899	tyrosine--tRNA ligase, mitochondrial-like	protein-coding	Symbol
LOC111121347	24	111121347	LOC111121347	DNA primase large subunit-like	protein-coding	Symbol
LOC111121400	24	111121400	LOC111121400	DNA excision repair protein ERCC-6-like	protein-coding	Symbol
LOC111121754	24	111121754	LOC111121754	uncharacterized LOC111121754	protein-coding	Symbol
LOC111121836	24	111121836	LOC111121836	uncharacterized LOC111121836	protein-coding	Symbol
LOC111123204	24	111123204	LOC111123204	uncharacterized LOC111123204	protein-coding	Symbol
LOC111123710	24	111123710	LOC111123710	retinol dehydrogenase 7-like	protein-coding	Symbol
LOC111124652	24	111124652	LOC111124652	low molecular weight phosphotyrosine protein phosphatase-like	protein-coding	Symbol
LOC111124848	24	111124848	LOC111124848	uncharacterized LOC111124848	protein-coding	Symbol
LOC111125517	24	NA	NA	NA	NA	NA
LOC111125973	24	111125973	LOC111125973	actin, adductor muscle	protein-coding	Symbol
LOC111126129	24	111126129	LOC111126129	uncharacterized LOC111126129	protein-coding	Symbol
LOC111126227	24	111126227	LOC111126227	transcription initiation factor TFIID subunit 5-like	protein-coding	Symbol
LOC111127234	24	111127234	LOC111127234	calpain-1 catalytic subunit-like	protein-coding	Symbol
LOC111127555	24	111127555	LOC111127555	E3 ubiquitin-protein ligase CBL-B-like	protein-coding	Symbol
LOC111127953	24	111127953	LOC111127953	phosphatidate cytidylyltransferase, mitochondrial-like	protein-coding	Symbol
LOC111128906	24	111128906	LOC111128906	son of sevenless homolog 2-like	protein-coding	Symbol
LOC111130220	24	111130220	LOC111130220	kelch repeat and BTB domain-containing protein 8-like	protein-coding	Symbol
LOC111130956	24	111130956	LOC111130956	uncharacterized LOC111130956	protein-coding	Symbol
LOC111131029	24	111131029	LOC111131029	EH domain-containing protein 3-like	protein-coding	Symbol
LOC111131099	24	111131099	LOC111131099	protein unc-13 homolog B-like	protein-coding	Symbol
LOC111132058	24	111132058	LOC111132058	autophagy-related protein 16-1-like	protein-coding	Symbol
LOC111133731	24	111133731	LOC111133731	INO80 complex subunit B-like	protein-coding	Symbol
LOC111134473	24	111134473	LOC111134473	uncharacterized LOC111134473	protein-coding	Symbol
LOC111135186	24	111135186	LOC111135186	beta-1,3-galactosyltransferase brn-like	protein-coding	Symbol
LOC111135585	24	111135585	LOC111135585	von Willebrand factor A domain-containing protein 8-like	protein-coding	Symbol
LOC111135980	24	111135980	LOC111135980	centrosomal protein of 89 kDa-like	protein-coding	Symbol
LOC111136377	24	111136377	LOC111136377	E3 ubiquitin-protein ligase MIB2-like	protein-coding	Symbol
LOC111137585	24	111137585	LOC111137585	E3 ubiquitin-protein transferase MAEA-like	protein-coding	Symbol
LOC111138441	24	111138441	LOC111138441	putative GTP-binding protein 6	protein-coding	Symbol
LOC111099446	23	111099446	LOC111099446	putative serine protease K12H4.7	protein-coding	Symbol
LOC111099522	23	111099522	LOC111099522	tumor necrosis factor ligand superfamily member 14-like	protein-coding	Symbol
LOC111100044	23	NA	NA	NA	NA	NA
LOC111100875	23	NA	NA	NA	NA	NA
LOC111101440	23	111101440	LOC111101440	Golgi SNAP receptor complex member 2-like	protein-coding	Symbol
LOC111102357	23	111102357	LOC111102357	methylosome protein WDR77-like	protein-coding	Symbol
LOC111103288	23	111103288	LOC111103288	transmembrane protein 101-like	protein-coding	Symbol
LOC111104168	23	111104168	LOC111104168	uncharacterized LOC111104168	protein-coding	Symbol
LOC111104419	23	111104419	LOC111104419	putative U3 small nucleolar RNA-associated protein 11	protein-coding	Symbol
LOC111105816	23	111105816	LOC111105816	protein cereblon-like	protein-coding	Symbol
LOC111107728	23	111107728	LOC111107728	ubiquitin thioesterase OTU1 pseudogene	pseudo	Symbol
LOC111108043	23	111108043	LOC111108043	regulator of nonsense transcripts 2-like	protein-coding	Symbol
LOC111108609	23	111108609	LOC111108609	coatomer subunit gamma-2-like	protein-coding	Symbol
LOC111108878	23	111108878	LOC111108878	uncharacterized LOC111108878	protein-coding	Symbol
LOC111110487	23	NA	NA	NA	NA	NA
LOC111111392	23	NA	NA	NA	NA	NA
LOC111111568	23	NA	NA	NA	NA	NA
LOC111112596	23	111112596	LOC111112596	bcl-2-like protein 1	protein-coding	Symbol
LOC111112909	23	111112909	LOC111112909	peptidyl-prolyl cis-trans isomerase FKBP4-like	protein-coding	Symbol
LOC111113071	23	NA	NA	NA	NA	NA
LOC111113165	23	111113165	LOC111113165	uncharacterized LOC111113165	protein-coding	Symbol
LOC111115087	23	111115087	LOC111115087	prostatic acid phosphatase-like	protein-coding	Symbol
LOC111115718	23	111115718	LOC111115718	uncharacterized LOC111115718	protein-coding	Symbol
LOC111117406	23	NA	NA	NA	NA	NA
LOC111118497	23	111118497	LOC111118497	cAMP-dependent protein kinase catalytic subunit 1	protein-coding	Symbol
LOC111119022	23	NA	NA	NA	NA	NA
LOC111119487	23	111119487	LOC111119487	ragulator complex protein LAMTOR3-A-like	protein-coding	Symbol
LOC111119553	23	NA	NA	NA	NA	NA
LOC111119746	23	111119746	LOC111119746	glycine dehydrogenase (decarboxylating), mitochondrial-like	protein-coding	Symbol
LOC111119813	23	NA	NA	NA	NA	NA
LOC111120652	23	111120652	LOC111120652	AP-4 complex accessory subunit Tepsin-like	protein-coding	Symbol
LOC111120696	23	111120696	LOC111120696	tRNA selenocysteine 1-associated protein 1-like	protein-coding	Symbol
LOC111121262	23	111121262	LOC111121262	solute carrier family 15 member 1-like	protein-coding	Symbol
LOC111121540	23	111121540	LOC111121540	uncharacterized LOC111121540	protein-coding	Symbol
LOC111121589	23	111121589	LOC111121589	tax1-binding protein 3 homolog	protein-coding	Symbol
LOC111121635	23	111121635	LOC111121635	dynein axonemal assembly factor 6-like	protein-coding	Symbol
LOC111124551	23	111124551	LOC111124551	uncharacterized LOC111124551	protein-coding	Symbol
LOC111124588	23	111124588	LOC111124588	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B-like	protein-coding	Symbol
LOC111125090	23	111125090	LOC111125090	DNA-directed RNA polymerase I subunit RPA49-like	protein-coding	Symbol
LOC111125190	23	111125190	LOC111125190	uncharacterized LOC111125190	protein-coding	Symbol
LOC111126134	23	111126134	LOC111126134	kinesin-like protein KIF3A	protein-coding	Symbol
LOC111127827	23	111127827	LOC111127827	protein YIF1B-B-like	protein-coding	Symbol
LOC111128552	23	111128552	LOC111128552	uncharacterized LOC111128552	protein-coding	Symbol
LOC111129280	23	111129280	LOC111129280	bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7-like	protein-coding	Symbol
LOC111129351	23	111129351	LOC111129351	secretory carrier-associated membrane protein 1-like	protein-coding	Symbol
LOC111129556	23	111129556	LOC111129556	nephrocystin-1-like	protein-coding	Symbol
LOC111129862	23	111129862	LOC111129862	tubulin-specific chaperone E-like	protein-coding	Symbol
LOC111129865	23	NA	NA	NA	NA	NA
LOC111130427	23	111130427	LOC111130427	uncharacterized LOC111130427	protein-coding	Symbol
LOC111130533	23	111130533	LOC111130533	ATP synthase subunit s, mitochondrial-like	protein-coding	Symbol
LOC111130647	23	NA	NA	NA	NA	NA
LOC111130950	23	111130950	LOC111130950	structure-specific endonuclease subunit slx1-like	protein-coding	Symbol
LOC111131230	23	111131230	LOC111131230	elongation factor-like GTPase 1	protein-coding	Symbol
LOC111132069	23	111132069	LOC111132069	uncharacterized LOC111132069	protein-coding	Symbol
LOC111132309	23	111132309	LOC111132309	GATOR2 complex protein WDR59-like	protein-coding	Symbol
LOC111132383	23	111132383	LOC111132383	recombining binding protein suppressor of hairless-like	protein-coding	Symbol
LOC111132530	23	NA	NA	NA	NA	NA
LOC111132576	23	NA	NA	NA	NA	NA
LOC111133017	23	111133017	LOC111133017	BPTF-associated chromatin complex component 1-like	protein-coding	Symbol
LOC111133041	23	111133041	LOC111133041	mpv17-like protein	protein-coding	Symbol
LOC111133388	23	111133388	LOC111133388	signal transducing adapter molecule 2-like	protein-coding	Symbol
LOC111134069	23	111134069	LOC111134069	uncharacterized LOC111134069	protein-coding	Symbol
LOC111134350	23	111134350	LOC111134350	breast cancer anti-estrogen resistance protein 1-like	protein-coding	Symbol
LOC111135290	23	111135290	LOC111135290	glycogen [starch] synthase-like	protein-coding	Symbol
LOC111135401	23	111135401	LOC111135401	uncharacterized LOC111135401	protein-coding	Symbol
LOC111136048	23	111136048	LOC111136048	branched-chain alpha-ketoacid dehydrogenase kinase-like	protein-coding	Symbol
LOC111136594	23	111136594	LOC111136594	putative N-acetylated-alpha-linked acidic dipeptidase	protein-coding	Symbol
LOC111136706	23	111136706	LOC111136706	tetraspanin-7-like	protein-coding	Symbol
LOC111136887	23	111136887	LOC111136887	nonsense-mediated mRNA decay factor SMG8-like	protein-coding	Symbol
LOC111136953	23	111136953	LOC111136953	uncharacterized LOC111136953	protein-coding	Symbol
LOC111137181	23	111137181	LOC111137181	myb-binding protein 1A-like protein	protein-coding	Symbol
LOC111137182	23	111137182	LOC111137182	uncharacterized LOC111137182	protein-coding	Symbol
LOC111137417	23	111137417	LOC111137417	CXXC motif containing zinc binding protein-like	protein-coding	Symbol
LOC111138126	23	111138126	LOC111138126	DNA ligase 3-like	protein-coding	Symbol
LOC111138463	23	111138463	LOC111138463	thioredoxin-like protein 4A	protein-coding	Symbol
LOC111099115	22	111099115	LOC111099115	GPI-anchor transamidase component PIGT-like	protein-coding	Symbol
LOC111099511	22	111099511	LOC111099511	GPI-N-acetylgalactosamine transferase PGAP4-like	protein-coding	Symbol
LOC111100477	22	111100477	LOC111100477	diacylglycerol kinase theta-like	protein-coding	Symbol
LOC111101050	22	111101050	LOC111101050	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1-like	protein-coding	Symbol
LOC111101819	22	111101819	LOC111101819	uncharacterized LOC111101819	protein-coding	Symbol
LOC111102183	22	111102183	LOC111102183	armadillo repeat-containing protein 6-like	protein-coding	Symbol
LOC111105529	22	111105529	LOC111105529	IST1 homolog	protein-coding	Symbol
LOC111107234	22	NA	NA	NA	NA	NA
LOC111109620	22	111109620	LOC111109620	uncharacterized LOC111109620	protein-coding	Symbol
LOC111110421	22	111110421	LOC111110421	solute carrier family 41 member 1-like	protein-coding	Symbol
LOC111112947	22	111112947	LOC111112947	DNA-directed RNA polymerase I subunit RPA2-like	protein-coding	Symbol
LOC111114242	22	NA	NA	NA	NA	NA
LOC111114696	22	111114696	LOC111114696	uncharacterized LOC111114696	protein-coding	Symbol
LOC111115926	22	111115926	LOC111115926	uncharacterized LOC111115926	protein-coding	Symbol
LOC111116102	22	111116102	LOC111116102	uncharacterized LOC111116102	protein-coding	Symbol
LOC111119328	22	111119328	LOC111119328	E3 ubiquitin-protein ligase MARCHF2-like	protein-coding	Symbol
LOC111119704	22	111119704	LOC111119704	uncharacterized LOC111119704	protein-coding	Symbol
LOC111119769	22	111119769	LOC111119769	receptor-type tyrosine-protein phosphatase kappa-like	protein-coding	Symbol
LOC111119830	22	111119830	LOC111119830	phospholipid-transporting ATPase ABCA3-like	protein-coding	Symbol
LOC111119940	22	111119940	LOC111119940	histone acetyltransferase KAT8-like	protein-coding	Symbol
LOC111120092	22	111120092	LOC111120092	double-strand break repair protein MRE11-like	protein-coding	Symbol
LOC111120142	22	NA	NA	NA	NA	NA
LOC111120675	22	111120675	LOC111120675	fascin-like	protein-coding	Symbol
LOC111120798	22	NA	NA	NA	NA	NA
LOC111122535	22	111122535	LOC111122535	protein SDA1 homolog	protein-coding	Symbol
LOC111122811	22	NA	NA	NA	NA	NA
LOC111122995	22	111122995	LOC111122995	sorting nexin-5-like	protein-coding	Symbol
LOC111123207	22	111123207	LOC111123207	disco-interacting protein 2 homolog C-like	protein-coding	Symbol
LOC111123748	22	111123748	LOC111123748	adenylate cyclase type 9-like	protein-coding	Symbol
LOC111123837	22	111123837	LOC111123837	uncharacterized LOC111123837	protein-coding	Symbol
LOC111123850	22	111123850	LOC111123850	FIGNL1-interacting regulator of recombination and mitosis-like	protein-coding	Symbol
LOC111123901	22	111123901	LOC111123901	uncharacterized LOC111123901	protein-coding	Symbol
LOC111124265	22	111124265	LOC111124265	tubulin beta chain-like	protein-coding	Symbol
LOC111124699	22	111124699	LOC111124699	ELAV-like protein 2	protein-coding	Symbol
LOC111125807	22	111125807	LOC111125807	MBT domain-containing protein 1-like	protein-coding	Symbol
LOC111127936	22	111127936	LOC111127936	nucleobindin-2-like	protein-coding	Symbol
LOC111128184	22	111128184	LOC111128184	ubiquitin-conjugating enzyme E2 Q2-like	protein-coding	Symbol
LOC111129158	22	111129158	LOC111129158	uncharacterized LOC111129158	protein-coding	Symbol
LOC111129284	22	111129284	LOC111129284	scavenger receptor cysteine-rich domain-containing protein DMBT1-like	protein-coding	Symbol
LOC111129591	22	111129591	LOC111129591	adhesion G-protein coupled receptor F1-like	protein-coding	Symbol
LOC111129792	22	NA	NA	NA	NA	NA
LOC111130568	22	111130568	LOC111130568	chromosome-associated kinesin KIF4-like	protein-coding	Symbol
LOC111130652	22	NA	NA	NA	NA	NA
LOC111131160	22	111131160	LOC111131160	DNA polymerase kappa-like	protein-coding	Symbol
LOC111132479	22	111132479	LOC111132479	uncharacterized LOC111132479	protein-coding	Symbol
LOC111133033	22	111133033	LOC111133033	eukaryotic translation initiation factor 2A-like	protein-coding	Symbol
LOC111133174	22	111133174	LOC111133174	lipase maturation factor 1-like	protein-coding	Symbol
LOC111134337	22	111134337	LOC111134337	V-type proton ATPase subunit H-like	protein-coding	Symbol
LOC111134810	22	111134810	LOC111134810	aspartate aminotransferase, cytoplasmic-like	protein-coding	Symbol
