mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111107776	LOC111107776	111107776	LOC111107776	uncharacterized LOC111107776	pseudo	Symbol
LOC111107777	LOC111107777	NA	NA	NA	NA	NA
LOC111107778	LOC111107778	NA	NA	NA	NA	NA
LOC111107779	LOC111107779	111107779	LOC111107779	carnitine O-palmitoyltransferase 1, liver isoform-like	protein-coding	Symbol
LOC111107780	LOC111107780	111107780	LOC111107780	uncharacterized LOC111107780	protein-coding	Symbol
LOC111107782	LOC111107782	NA	NA	NA	NA	NA
LOC111107783	LOC111107783	NA	NA	NA	NA	NA
LOC111107784	LOC111107784	NA	NA	NA	NA	NA
LOC111107785	LOC111107785	111107785	LOC111107785	uncharacterized LOC111107785	protein-coding	Symbol
LOC111107786	LOC111107786	111107786	LOC111107786	uncharacterized LOC111107786	pseudo	Symbol
LOC111107787	LOC111107787	111107787	LOC111107787	angiotensin-converting enzyme-like	protein-coding	Symbol
LOC111107788	LOC111107788	111107788	LOC111107788	uncharacterized LOC111107788	protein-coding	Symbol
LOC111107790	LOC111107790	NA	NA	NA	NA	NA
LOC111107792	LOC111107792	111107792	LOC111107792	transcription cofactor vestigial-like protein 4	protein-coding	Symbol
LOC111107793	LOC111107793	NA	NA	NA	NA	NA
LOC111107795	LOC111107795	111107795	LOC111107795	MAP kinase-activated protein kinase 2-like	protein-coding	Symbol
LOC111107796	LOC111107796	111107796	LOC111107796	protein kish-B-like	protein-coding	Symbol
LOC111107797	LOC111107797	111107797	LOC111107797	von Willebrand factor D and EGF domain-containing protein-like	protein-coding	Symbol
LOC111107798	LOC111107798	111107798	LOC111107798	von Willebrand factor D and EGF domain-containing protein-like	protein-coding	Symbol
LOC111107799	LOC111107799	111107799	LOC111107799	von Willebrand factor D and EGF domain-containing protein-like	pseudo	Symbol
LOC111107800	LOC111107800	111107800	LOC111107800	von Willebrand factor D and EGF domain-containing protein-like	protein-coding	Symbol
LOC111107801	LOC111107801	111107801	LOC111107801	uncharacterized LOC111107801	protein-coding	Symbol
LOC111107802	LOC111107802	111107802	LOC111107802	protein dachsous-like	protein-coding	Symbol
LOC111107803	LOC111107803	111107803	LOC111107803	uncharacterized LOC111107803	protein-coding	Symbol
LOC111107804	LOC111107804	111107804	LOC111107804	uncharacterized LOC111107804	protein-coding	Symbol
LOC111107805	LOC111107805	111107805	LOC111107805	uncharacterized LOC111107805	protein-coding	Symbol
LOC111107806	LOC111107806	111107806	LOC111107806	uncharacterized LOC111107806	protein-coding	Symbol
LOC111107807	LOC111107807	NA	NA	NA	NA	NA
LOC111107808	LOC111107808	111107808	LOC111107808	queuosine 5'-phosphate N-glycosylase/hydrolase-like	protein-coding	Symbol
LOC111107809	LOC111107809	111107809	LOC111107809	death domain-containing protein CRADD-like	protein-coding	Symbol
LOC111107810	LOC111107810	111107810	LOC111107810	uncharacterized LOC111107810	protein-coding	Symbol
LOC111107811	LOC111107811	111107811	LOC111107811	uncharacterized LOC111107811	ncRNA	Symbol
LOC111107813	LOC111107813	111107813	LOC111107813	methyl-CpG-binding domain protein 4-like	protein-coding	Symbol
LOC111107814	LOC111107814	111107814	LOC111107814	protein NEDD1-like	protein-coding	Symbol
LOC111107815	LOC111107815	111107815	LOC111107815	uncharacterized LOC111107815	protein-coding	Symbol
LOC111107816	LOC111107816	111107816	LOC111107816	adiponectin receptor protein-like	protein-coding	Symbol
LOC111107817	LOC111107817	NA	NA	NA	NA	NA
LOC111107818	LOC111107818	NA	NA	NA	NA	NA
LOC111107819	LOC111107819	NA	NA	NA	NA	NA
LOC111107820	LOC111107820	111107820	LOC111107820	VWFA and cache domain-containing protein 1-like	protein-coding	Symbol
LOC111107821	LOC111107821	NA	NA	NA	NA	NA
LOC111107822	LOC111107822	NA	NA	NA	NA	NA
LOC111107823	LOC111107823	NA	NA	NA	NA	NA
LOC111107824	LOC111107824	NA	NA	NA	NA	NA
LOC111107825	LOC111107825	111107825	LOC111107825	uncharacterized LOC111107825	ncRNA	Symbol
LOC111107827	LOC111107827	111107827	LOC111107827	uncharacterized LOC111107827	protein-coding	Symbol
LOC111107828	LOC111107828	111107828	LOC111107828	uncharacterized LOC111107828	protein-coding	Symbol
LOC111107829	LOC111107829	111107829	LOC111107829	uncharacterized LOC111107829	protein-coding	Symbol
LOC111107830	LOC111107830	111107830	LOC111107830	uncharacterized LOC111107830	protein-coding	Symbol
LOC111107831	LOC111107831	111107831	LOC111107831	uncharacterized LOC111107831	protein-coding	Symbol
LOC111107832	LOC111107832	NA	NA	NA	NA	NA
LOC111107833	LOC111107833	111107833	LOC111107833	uncharacterized LOC111107833	protein-coding	Symbol
LOC111107834	LOC111107834	111107834	LOC111107834	uncharacterized LOC111107834	pseudo	Symbol
LOC111107835	LOC111107835	NA	NA	NA	NA	NA
LOC111107836	LOC111107836	NA	NA	NA	NA	NA
LOC111107837	LOC111107837	111107837	LOC111107837	uncharacterized LOC111107837	pseudo	Symbol
LOC111107840	LOC111107840	NA	NA	NA	NA	NA
LOC111107841	LOC111107841	111107841	LOC111107841	toll-like receptor 4 pseudogene	pseudo	Symbol
LOC111107842	LOC111107842	NA	NA	NA	NA	NA
LOC111107843	LOC111107843	NA	NA	NA	NA	NA
LOC111107844	LOC111107844	NA	NA	NA	NA	NA
LOC111107845	LOC111107845	111107845	LOC111107845	uncharacterized LOC111107845	protein-coding	Symbol
LOC111107846	LOC111107846	NA	NA	NA	NA	NA
LOC111107847	LOC111107847	NA	NA	NA	NA	NA
LOC111107848	LOC111107848	111107848	LOC111107848	cyclin-dependent kinase 20-like	protein-coding	Symbol
LOC111107850	LOC111107850	111107850	LOC111107850	ATP-binding cassette sub-family D member 2-like	protein-coding	Symbol
LOC111107851	LOC111107851	111107851	LOC111107851	uncharacterized LOC111107851	protein-coding	Symbol
LOC111107852	LOC111107852	NA	NA	NA	NA	NA
LOC111107853	LOC111107853	NA	NA	NA	NA	NA
LOC111107854	LOC111107854	111107854	LOC111107854	orphan steroid hormone receptor 2-like	protein-coding	Symbol
LOC111107855	LOC111107855	111107855	LOC111107855	EGF domain-specific O-linked N-acetylglucosamine transferase-like	protein-coding	Symbol
LOC111107856	LOC111107856	NA	NA	NA	NA	NA
LOC111107857	LOC111107857	111107857	LOC111107857	hepatic leukemia factor-like	protein-coding	Symbol
LOC111107858	LOC111107858	NA	NA	NA	NA	NA
LOC111107859	LOC111107859	NA	NA	NA	NA	NA
LOC111107860	LOC111107860	111107860	LOC111107860	uncharacterized LOC111107860	protein-coding	Symbol
LOC111107861	LOC111107861	NA	NA	NA	NA	NA
LOC111107862	LOC111107862	111107862	LOC111107862	uncharacterized LOC111107862	protein-coding	Symbol
LOC111107863	LOC111107863	111107863	LOC111107863	neuroglian-like	protein-coding	Symbol
LOC111107865	LOC111107865	NA	NA	NA	NA	NA
LOC111107866	LOC111107866	NA	NA	NA	NA	NA
LOC111107867	LOC111107867	NA	NA	NA	NA	NA
LOC111107868	LOC111107868	NA	NA	NA	NA	NA
LOC111107872	LOC111107872	111107872	LOC111107872	synapsin-like	protein-coding	Symbol
LOC111107873	LOC111107873	111107873	LOC111107873	metalloproteinase inhibitor 4-like	protein-coding	Symbol
LOC111107874	LOC111107874	111107874	LOC111107874	E3 ubiquitin ligase TRIM40-like	protein-coding	Symbol
LOC111107875	LOC111107875	NA	NA	NA	NA	NA
LOC111107876	LOC111107876	111107876	LOC111107876	uncharacterized LOC111107876	protein-coding	Symbol
LOC111107879	LOC111107879	111107879	LOC111107879	RNA-binding protein spenito-like	protein-coding	Symbol
LOC111107880	LOC111107880	111107880	LOC111107880	uncharacterized LOC111107880	protein-coding	Symbol
LOC111107881	LOC111107881	111107881	LOC111107881	ankyrin repeat and SOCS box protein 8-like	protein-coding	Symbol
LOC111107883	LOC111107883	111107883	LOC111107883	uncharacterized LOC111107883	pseudo	Symbol
LOC111107884	LOC111107884	NA	NA	NA	NA	NA
LOC111107885	LOC111107885	NA	NA	NA	NA	NA
LOC111107886	LOC111107886	111107886	LOC111107886	uncharacterized LOC111107886	protein-coding	Symbol
LOC111107887	LOC111107887	111107887	LOC111107887	uncharacterized LOC111107887	protein-coding	Symbol
LOC111107888	LOC111107888	NA	NA	NA	NA	NA
LOC111107889	LOC111107889	NA	NA	NA	NA	NA
LOC111107890	LOC111107890	NA	NA	NA	NA	NA
LOC111107891	LOC111107891	111107891	LOC111107891	complement C1q tumor necrosis factor-related protein 3-like	pseudo	Symbol
LOC111107892	LOC111107892	111107892	LOC111107892	complement C1q tumor necrosis factor-related protein 4-like	protein-coding	Symbol
LOC111107893	LOC111107893	111107893	LOC111107893	complement C1q tumor necrosis factor-related protein 3-like	protein-coding	Symbol
LOC111107894	LOC111107894	NA	NA	NA	NA	NA
LOC111107895	LOC111107895	111107895	LOC111107895	complement C1q tumor necrosis factor-related protein 3-like	protein-coding	Symbol
LOC111107896	LOC111107896	NA	NA	NA	NA	NA
LOC111107897	LOC111107897	NA	NA	NA	NA	NA
LOC111107898	LOC111107898	NA	NA	NA	NA	NA
LOC111107899	LOC111107899	NA	NA	NA	NA	NA
LOC111107900	LOC111107900	NA	NA	NA	NA	NA
LOC111107901	LOC111107901	NA	NA	NA	NA	NA
LOC111107903	LOC111107903	NA	NA	NA	NA	NA
LOC111107904	LOC111107904	NA	NA	NA	NA	NA
LOC111107905	LOC111107905	111107905	LOC111107905	complement C1q tumor necrosis factor-related protein 4-like	protein-coding	Symbol
LOC111107907	LOC111107907	111107907	LOC111107907	sterile alpha motif domain-containing protein 9-like	protein-coding	Symbol
LOC111107908	LOC111107908	111107908	LOC111107908	uncharacterized LOC111107908	protein-coding	Symbol
LOC111107909	LOC111107909	111107909	LOC111107909	uncharacterized LOC111107909	protein-coding	Symbol
LOC111107910	LOC111107910	NA	NA	NA	NA	NA
LOC111107911	LOC111107911	111107911	LOC111107911	BTB/POZ domain-containing protein 6-like	protein-coding	Symbol
LOC111107912	LOC111107912	111107912	LOC111107912	alanine aminotransferase 2-like	protein-coding	Symbol
LOC111107913	LOC111107913	111107913	LOC111107913	filamin-A-like	protein-coding	Symbol
LOC111107914	LOC111107914	111107914	LOC111107914	uncharacterized LOC111107914	protein-coding	Symbol
LOC111107917	LOC111107917	NA	NA	NA	NA	NA
LOC111107918	LOC111107918	NA	NA	NA	NA	NA
LOC111107919	LOC111107919	NA	NA	NA	NA	NA
LOC111107921	LOC111107921	111107921	LOC111107921	uncharacterized LOC111107921	protein-coding	Symbol
LOC111107922	LOC111107922	NA	NA	NA	NA	NA
LOC111107923	LOC111107923	111107923	LOC111107923	uncharacterized LOC111107923	protein-coding	Symbol
LOC111107924	LOC111107924	111107924	LOC111107924	microphthalmia-associated transcription factor-like	protein-coding	Symbol
LOC111107925	LOC111107925	111107925	LOC111107925	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111107926	LOC111107926	NA	NA	NA	NA	NA
LOC111107927	LOC111107927	NA	NA	NA	NA	NA
LOC111107928	LOC111107928	NA	NA	NA	NA	NA
LOC111107929	LOC111107929	NA	NA	NA	NA	NA
LOC111107930	LOC111107930	111107930	LOC111107930	uncharacterized LOC111107930	protein-coding	Symbol
LOC111107931	LOC111107931	111107931	LOC111107931	leucine-rich repeat neuronal protein 1-like	protein-coding	Symbol
LOC111107933	LOC111107933	111107933	LOC111107933	uncharacterized LOC111107933	protein-coding	Symbol
LOC111107934	LOC111107934	NA	NA	NA	NA	NA
LOC111107935	LOC111107935	111107935	LOC111107935	uncharacterized LOC111107935	protein-coding	Symbol
LOC111107936	LOC111107936	111107936	LOC111107936	uncharacterized LOC111107936	protein-coding	Symbol
LOC111107937	LOC111107937	NA	NA	NA	NA	NA
LOC111107938	LOC111107938	111107938	LOC111107938	uncharacterized LOC111107938	protein-coding	Symbol
LOC111107939	LOC111107939	111107939	LOC111107939	uncharacterized LOC111107939	protein-coding	Symbol
LOC111107940	LOC111107940	111107940	LOC111107940	uncharacterized LOC111107940	pseudo	Symbol
LOC111107941	LOC111107941	111107941	LOC111107941	uncharacterized LOC111107941	pseudo	Symbol
LOC111107942	LOC111107942	111107942	LOC111107942	uncharacterized LOC111107942	protein-coding	Symbol
LOC111107944	LOC111107944	111107944	LOC111107944	uncharacterized LOC111107944	protein-coding	Symbol
LOC111107945	LOC111107945	NA	NA	NA	NA	NA
LOC111107946	LOC111107946	NA	NA	NA	NA	NA
LOC111107947	LOC111107947	NA	NA	NA	NA	NA
LOC111107948	LOC111107948	NA	NA	NA	NA	NA
LOC111107949	LOC111107949	NA	NA	NA	NA	NA
LOC111107951	LOC111107951	NA	NA	NA	NA	NA
LOC111107952	LOC111107952	NA	NA	NA	NA	NA
LOC111107953	LOC111107953	NA	NA	NA	NA	NA
LOC111107954	LOC111107954	NA	NA	NA	NA	NA
LOC111107957	LOC111107957	NA	NA	NA	NA	NA
LOC111107966	LOC111107966	111107966	LOC111107966	uncharacterized LOC111107966	protein-coding	Symbol
LOC111107967	LOC111107967	111107967	LOC111107967	uncharacterized LOC111107967	ncRNA	Symbol
LOC111107968	LOC111107968	111107968	LOC111107968	transient receptor potential cation channel subfamily M member 8-like	protein-coding	Symbol
LOC111107969	LOC111107969	111107969	LOC111107969	uncharacterized LOC111107969	protein-coding	Symbol
LOC111107970	LOC111107970	NA	NA	NA	NA	NA
LOC111107971	LOC111107971	NA	NA	NA	NA	NA
LOC111107972	LOC111107972	NA	NA	NA	NA	NA
LOC111107973	LOC111107973	111107973	LOC111107973	transient receptor potential cation channel subfamily M member 8-like	protein-coding	Symbol
LOC111107976	LOC111107976	111107976	LOC111107976	uncharacterized LOC111107976	protein-coding	Symbol
LOC111107977	LOC111107977	NA	NA	NA	NA	NA
LOC111107978	LOC111107978	NA	NA	NA	NA	NA
LOC111107979	LOC111107979	111107979	LOC111107979	uncharacterized LOC111107979	protein-coding	Symbol
LOC111107980	LOC111107980	NA	NA	NA	NA	NA
LOC111107981	LOC111107981	NA	NA	NA	NA	NA
LOC111107982	LOC111107982	NA	NA	NA	NA	NA
LOC111107983	LOC111107983	111107983	LOC111107983	uncharacterized LOC111107983	protein-coding	Symbol
LOC111107984	LOC111107984	111107984	LOC111107984	uncharacterized LOC111107984	protein-coding	Symbol
LOC111107985	LOC111107985	NA	NA	NA	NA	NA
LOC111107986	LOC111107986	111107986	LOC111107986	potassium voltage-gated channel subfamily A member 1-like	protein-coding	Symbol
LOC111107987	LOC111107987	NA	NA	NA	NA	NA
LOC111107988	LOC111107988	NA	NA	NA	NA	NA
LOC111107989	LOC111107989	NA	NA	NA	NA	NA
LOC111107990	LOC111107990	NA	NA	NA	NA	NA
LOC111107991	LOC111107991	NA	NA	NA	NA	NA
LOC111107992	LOC111107992	111107992	LOC111107992	uncharacterized LOC111107992	protein-coding	Symbol
LOC111107993	LOC111107993	111107993	LOC111107993	uncharacterized LOC111107993	protein-coding	Symbol
LOC111107994	LOC111107994	NA	NA	NA	NA	NA
LOC111107995	LOC111107995	111107995	LOC111107995	serine/threonine-protein kinase pim-3-like	protein-coding	Symbol
LOC111107996	LOC111107996	NA	NA	NA	NA	NA
LOC111107997	LOC111107997	111107997	LOC111107997	uncharacterized LOC111107997	protein-coding	Symbol
LOC111107999	LOC111107999	111107999	LOC111107999	uncharacterized LOC111107999	protein-coding	Symbol
LOC111108001	LOC111108001	111108001	LOC111108001	ERC protein 2-like	protein-coding	Symbol
LOC111108002	LOC111108002	111108002	LOC111108002	uncharacterized LOC111108002	protein-coding	Symbol
LOC111108003	LOC111108003	NA	NA	NA	NA	NA
LOC111108004	LOC111108004	111108004	LOC111108004	universal stress protein YxiE-like	protein-coding	Symbol
LOC111108006	LOC111108006	NA	NA	NA	NA	NA
LOC111108007	LOC111108007	NA	NA	NA	NA	NA
LOC111108008	LOC111108008	NA	NA	NA	NA	NA
LOC111108009	LOC111108009	111108009	LOC111108009	EKC/KEOPS complex subunit Tprkb-like	protein-coding	Symbol
LOC111108010	LOC111108010	111108010	LOC111108010	uncharacterized LOC111108010	protein-coding	Symbol
LOC111108011	LOC111108011	NA	NA	NA	NA	NA
LOC111108012	LOC111108012	NA	NA	NA	NA	NA
LOC111108013	LOC111108013	NA	NA	NA	NA	NA
LOC111108015	LOC111108015	NA	NA	NA	NA	NA
LOC111108016	LOC111108016	111108016	LOC111108016	uncharacterized LOC111108016	pseudo	Symbol
LOC111108017	LOC111108017	NA	NA	NA	NA	NA
LOC111108018	LOC111108018	111108018	LOC111108018	uncharacterized LOC111108018	protein-coding	Symbol
LOC111108019	LOC111108019	NA	NA	NA	NA	NA
LOC111108022	LOC111108022	NA	NA	NA	NA	NA
LOC111108023	LOC111108023	NA	NA	NA	NA	NA
LOC111108024	LOC111108024	111108024	LOC111108024	uncharacterized LOC111108024	protein-coding	Symbol
LOC111108025	LOC111108025	111108025	LOC111108025	uncharacterized LOC111108025	protein-coding	Symbol
LOC111108026	LOC111108026	111108026	LOC111108026	uncharacterized LOC111108026	protein-coding	Symbol
LOC111108028	LOC111108028	111108028	LOC111108028	nacrein-like protein	protein-coding	Symbol
LOC111108029	LOC111108029	111108029	LOC111108029	glutamate receptor U1-like	protein-coding	Symbol
LOC111108030	LOC111108030	111108030	LOC111108030	WD repeat-containing protein 48-like	protein-coding	Symbol
LOC111108031	LOC111108031	NA	NA	NA	NA	NA
LOC111108037	LOC111108037	111108037	LOC111108037	uncharacterized LOC111108037	protein-coding	Symbol
LOC111108038	LOC111108038	111108038	LOC111108038	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase-like	protein-coding	Symbol
LOC111108039	LOC111108039	NA	NA	NA	NA	NA
LOC111108040	LOC111108040	111108040	LOC111108040	uncharacterized LOC111108040	protein-coding	Symbol
LOC111108041	LOC111108041	111108041	LOC111108041	uncharacterized LOC111108041	protein-coding	Symbol
LOC111108042	LOC111108042	111108042	LOC111108042	uncharacterized LOC111108042	protein-coding	Symbol
LOC111108043	LOC111108043	111108043	LOC111108043	regulator of nonsense transcripts 2-like	protein-coding	Symbol
LOC111108044	LOC111108044	NA	NA	NA	NA	NA
LOC111108045	LOC111108045	NA	NA	NA	NA	NA
LOC111108046	LOC111108046	NA	NA	NA	NA	NA
LOC111108047	LOC111108047	111108047	LOC111108047	toll-like receptor 4	protein-coding	Symbol
LOC111108048	LOC111108048	NA	NA	NA	NA	NA
LOC111108050	LOC111108050	111108050	LOC111108050	uncharacterized LOC111108050	protein-coding	Symbol
LOC111108052	LOC111108052	111108052	LOC111108052	heat shock 70 kDa protein 12A-like	protein-coding	Symbol
LOC111108053	LOC111108053	111108053	LOC111108053	heat shock 70 kDa protein 12B-like	protein-coding	Symbol
LOC111108054	LOC111108054	NA	NA	NA	NA	NA
LOC111108055	LOC111108055	111108055	LOC111108055	isoleucine--tRNA ligase, cytoplasmic-like	protein-coding	Symbol
LOC111108056	LOC111108056	NA	NA	NA	NA	NA
LOC111108057	LOC111108057	111108057	LOC111108057	structural maintenance of chromosomes protein 1A-like	protein-coding	Symbol
LOC111108058	LOC111108058	111108058	LOC111108058	RIB43A-like with coiled-coils protein 2	protein-coding	Symbol
LOC111108060	LOC111108060	NA	NA	NA	NA	NA
LOC111108061	LOC111108061	NA	NA	NA	NA	NA
LOC111108062	LOC111108062	111108062	LOC111108062	protein PIF-like	protein-coding	Symbol
LOC111108063	LOC111108063	111108063	LOC111108063	protein mono-ADP-ribosyltransferase PARP14-like	protein-coding	Symbol
LOC111108064	LOC111108064	111108064	LOC111108064	potassium voltage-gated channel protein Shal-like	protein-coding	Symbol
LOC111108065	LOC111108065	NA	NA	NA	NA	NA
LOC111108066	LOC111108066	NA	NA	NA	NA	NA
LOC111108067	LOC111108067	NA	NA	NA	NA	NA
LOC111108068	LOC111108068	111108068	LOC111108068	MAP kinase-activating death domain protein-like	protein-coding	Symbol
LOC111108069	LOC111108069	111108069	LOC111108069	uncharacterized LOC111108069	protein-coding	Symbol
LOC111108070	LOC111108070	111108070	LOC111108070	uncharacterized LOC111108070	protein-coding	Symbol
LOC111108071	LOC111108071	111108071	LOC111108071	uncharacterized LOC111108071	protein-coding	Symbol
LOC111108072	LOC111108072	NA	NA	NA	NA	NA
LOC111108073	LOC111108073	NA	NA	NA	NA	NA
LOC111108074	LOC111108074	NA	NA	NA	NA	NA
LOC111108078	LOC111108078	111108078	LOC111108078	uncharacterized LOC111108078	protein-coding	Symbol
LOC111108080	LOC111108080	111108080	LOC111108080	serine/threonine-protein kinase Nek3-like	protein-coding	Symbol
LOC111108081	LOC111108081	NA	NA	NA	NA	NA
LOC111108083	LOC111108083	111108083	LOC111108083	uncharacterized LOC111108083	protein-coding	Symbol
LOC111108084	LOC111108084	NA	NA	NA	NA	NA
LOC111108085	LOC111108085	111108085	LOC111108085	ciliary microtubule inner protein 7-like	protein-coding	Symbol
LOC111108086	LOC111108086	111108086	LOC111108086	plasma membrane calcium-transporting ATPase 2-like	protein-coding	Symbol
LOC111108087	LOC111108087	NA	NA	NA	NA	NA
LOC111108088	LOC111108088	111108088	LOC111108088	small ribosomal subunit protein uS14m-like	protein-coding	Symbol
LOC111108089	LOC111108089	111108089	LOC111108089	F-box and leucine-rich repeat protein 13-like	protein-coding	Symbol
LOC111108090	LOC111108090	111108090	LOC111108090	uncharacterized protein F54H12.2-like	protein-coding	Symbol
LOC111108091	LOC111108091	111108091	LOC111108091	uncharacterized LOC111108091	protein-coding	Symbol
LOC111108092	LOC111108092	NA	NA	NA	NA	NA
LOC111108093	LOC111108093	111108093	LOC111108093	uncharacterized LOC111108093	protein-coding	Symbol
LOC111108094	LOC111108094	111108094	LOC111108094	uncharacterized LOC111108094	protein-coding	Symbol
LOC111108095	LOC111108095	111108095	LOC111108095	secretion-regulating guanine nucleotide exchange factor-like	protein-coding	Symbol
LOC111108096	LOC111108096	NA	NA	NA	NA	NA
LOC111108097	LOC111108097	111108097	LOC111108097	ryncolin-1-like	protein-coding	Symbol
